sentence_key_furigana	sentence_key_plain	Word	Sentence	Word Audio	Sentence Audio	Definition	Definition Audio	Image	Notes
その 件[けん]は 終[お]わったと<b>認[にん] 識[しき]</b>しています。	その 件は 終わったと<b>認 識</b>しています。	認[にん] 識[しき]:0-	その 件[けん]は 終[お]わったと<b>認[にん] 識[しき]</b>しています。	[sound:8d3ca3e7213207984080bead58e7618f.mp3]	[sound:d32a20add183ccc3a36f25de6d484d32.mp3]	<!-- def-type=\"bilingual\" -->Your awareness or understanding of how something is; what you perceive to be true.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものごとを「こうだ」と頭でわかること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01186.mp3]<!-- def-end -->	\"<img src=\"\"ai_image_gazou_ninshiki.webp\"\">\"	My understanding is that the matter is over.
新[しん] 幹[かん] 線[せん]の<b>速[そく] 度[ど]</b>はどれくらいですか。	新 幹 線の<b>速 度</b>はどれくらいですか。	速[そく] 度[ど]:1-	新[しん] 幹[かん] 線[せん]の<b>速[そく] 度[ど]</b>はどれくらいですか。	[sound:de269a82f6528740dd0f4324fd5ede21.mp3]	[sound:5f0decacb509830a9114a79305e7baa0.mp3]	<!-- def-type=\"bilingual\" -->Speed; how fast something is moving.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものが動くはやさのこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01187.mp3]<!-- def-end -->	\"<img alt=\"\"足の遅い亀のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"speed_slow_turtle.webp\"\">\"	How fast is the speed of the Shinkansen?
ピラミッドには<b>謎[なぞ]</b>が 多[おお]いんだ。	ピラミッドには<b>謎</b>が 多いんだ。	謎[なぞ]:0-	ピラミッドには<b>謎[なぞ]</b>が 多[おお]いんだ。	[sound:d56049aecfcacb3ebf28ea0d989e6f36.mp3]	[sound:876d25c797c910ca657580d70fb70f3e.mp3]	<!-- def-type=\"bilingual\" -->A mystery or puzzle; something unknown that makes you curious.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->なぜそうなのか誰にも分からない、不思議なこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01188.mp3]<!-- def-end -->	\"<img alt=\"\"探偵のイラスト（外国人）\"\" src=\"\"job_tantei_foreign.webp\"\">\"	There are a lot of mysteries about the pyramids.
書[か]いた<b>文[も] 字[じ]</b>には、その 人[ひと]の 気[き] 持[も]ちが 表[あらわ]れる。	書いた<b>文 字</b>には、その 人の 気 持ちが 表れる。	文[も] 字[じ]:1-	書[か]いた<b>文[も] 字[じ]</b>には、その 人[ひと]の 気[き] 持[も]ちが 表[あらわ]れる。	[sound:1bc0b5fb648fce5ce6a52d5ca39794ee-73d93d281d7497768cff3fa0619a857b165645a7.mp3]	[sound:mojiS.mp3]	<!-- def-type=\"bilingual\" -->A written character or letter; any single symbol in a writing system.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->言葉を書くときに使う、一つ一つのしるし。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01189.mp3]<!-- def-end -->	\"<img alt=\"\"習字のイラスト（墨筆）\"\" src=\"\"shodou_fude.webp\"\">\"	A person's feelings appear within their written characters.
彼[かれ]は 乱[らん] 暴[ぼう]な 言[こと] 葉[ば]を<b>吐[は]いた</b>ぞ。	彼は 乱 暴な 言 葉を<b>吐いた</b>ぞ。	吐[は]く:k1	彼[かれ]は 乱[らん] 暴[ぼう]な 言[こと] 葉[ば]を<b>吐[は]いた</b>ぞ。	[sound:2bd6482a7983069cca2e65a1109e27dd.mp3]	[sound:0a736fc33e12a2343eceacb76d863f13.mp3]	<!-- def-type=\"bilingual\" -->To spit or spew something out from your mouth; to let something out forcefully.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体の中にあるものを口から外へ出すこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01190.mp3]<!-- def-end -->	\"<img src=\"\"pet_cat_haku_outo.webp\"\">\"	He spewed out some violent words.
彼[かれ]は<b>鬼[おに]</b>のような 人[ひと]だ。	彼は<b>鬼</b>のような 人だ。	鬼[おに]:2-	彼[かれ]は<b>鬼[おに]</b>のような 人[ひと]だ。	[sound:jw01162a.mp3]	[sound:js01162a.mp3]	<!-- def-type=\"bilingual\" -->A demon or ogre from Japanese folklore; a fearsome, powerful creature.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->つのが生えた、こわくて強い化け物。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01191.mp3]<!-- def-end -->	\"<img src=\"\"setsubun_akaoni.webp\"\">\"	He is like a demon.<br><br><div>Possessive の overwrites odaka pitch, making it おに￣ instead of おに＼.</div>
そのクイズ 番[ばん] 組[ぐみ]は 脳[のう]を<b>刺[し] 激[げき]</b>するね。	そのクイズ 番 組は 脳を<b>刺 激</b>するね。	刺[し] 激[げき]:0-	そのクイズ 番[ばん] 組[ぐみ]は 脳[のう]を<b>刺[し] 激[げき]</b>するね。	[sound:31a8a26b66412bf1ef9be4f4802c35f3.mp3]	[sound:9bb439158d391fed798362f4a9b3b35b.mp3]	<!-- def-type=\"bilingual\" -->A stimulus or stimulation; something that provokes a reaction or gets things fired up.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->心や体をつついて、はっと動かすこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01192.mp3]<!-- def-end -->	\"<img src=\"\"instant_okyuu_man.webp\"\">\"	The quiz show stimulates the brain.
彼[かれ]は 世[せ] 界[かい]で<b>最[もっと]も</b> 早[はや]い 男[おとこ]です。	彼は 世 界で<b>最も</b> 早い 男です。	最[もっと]も:3-	彼[かれ]は 世[せ] 界[かい]で<b>最[もっと]も</b> 早[はや]い 男[おとこ]です。	[sound:9cdcb65253269715158d763c94087b06.mp3]	[sound:1b7fa8f8d2c2c8e29232ffaca0651248.mp3]	<!-- def-type=\"bilingual\" -->The most; to the highest degree.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->全部の中で一番ということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01193.mp3]<!-- def-end -->	\"<img alt=\"\"人気ランキングのイラスト文字「No.1」\"\" src=\"\"ranking01-90c892fff19e9c6ec27431f1e648fbb69b8d64b4.webp\"\">\"	He's the fastest man in the world.
私[わたし]の 学[がっ] 校[こう]には<b>制[せい] 服[ふく]</b>がありません。	私の 学 校には<b>制 服</b>がありません。	制[せい] 服[ふく]:0-	私[わたし]の 学[がっ] 校[こう]には<b>制[せい] 服[ふく]</b>がありません。	[sound:9d2c8ea196b84e3bdd1f02437365bdef.mp3]	[sound:8a913b811bcbb87bb0c351965fea1850.mp3]	<!-- def-type=\"bilingual\" -->A standard outfit worn by all members of a group, like a school or workplace.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->学校や会社などで、みんなが同じものを着るきまりの服。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01194.mp3]<!-- def-end -->	\"<img src=\"\"ryuugakusei_seifuku_asia_woman.webp\"\">\"	There is no uniform in my school.
ダイナマイトが<b>爆[ばく] 発[はつ]</b>したんだ。	ダイナマイトが<b>爆 発</b>したんだ。	爆[ばく] 発[はつ]:0-	ダイナマイトが<b>爆[ばく] 発[はつ]</b>したんだ。	[sound:c65775eb6675425b0d408de42e0d3909.mp3]	[sound:ed759c37f9a7c30cf58788e52a440ca3.mp3]	<!-- def-type=\"bilingual\" -->An explosion; to blow up suddenly and violently.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものが急にはじけてバラバラに飛び散ること<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01195.mp3]<!-- def-end -->	\"<img src=\"\"bakuhatsu.webp\"\">\"	The dynamite exploded.
学[がっ] 校[こう]で 避[ひ] 難[なん]<b>訓[くん] 練[れん]</b>がありました。	学 校で 避 難<b>訓 練</b>がありました。	訓[くん] 練[れん]:1-	学[がっ] 校[こう]で 避[ひ] 難[なん]<b>訓[くん] 練[れん]</b>がありました。	[sound:ac319457f41018ef7cb15acbe2aedf79.mp3]	[sound:c0403aed903dd52ac65818e034b33c7a.mp3]	<!-- def-type=\"bilingual\" -->Practicing or drilling a skill repeatedly so you're prepared when it counts.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->上手にできるように何度もくりかえし練習すること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01196.mp3]<!-- def-end -->	\"<img src=\"\"syoukakunren.webp\"\">\"	There was a fire drill at the school.
彼[かの] 女[じょ]は<b>振[ふ]り 向[む]いて</b> 俺[おれ]に 微[ほほ] 笑[え]んだんだ。	彼 女は<b>振り 向いて</b> 俺に 微 笑んだんだ。	振[ふ]り 向[む]く:k3	彼[かの] 女[じょ]は<b>振[ふ]り 向[む]いて</b> 俺[おれ]に 微[ほほ] 笑[え]んだんだ。	[sound:0a22f274c473a10818843533d6526ff9.mp3]	[sound:9f8862fe7f70fce5e1417654a03d5e69.mp3]	<!-- def-type=\"bilingual\" -->To turn around and look, especially glancing back over your shoulder.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体や顔をくるっと回して、後ろや横を見ること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01197.mp3]<!-- def-end -->	\"<img src=\"\"pose_furikaeru_man.webp\"\">\"	She turned around and smiled at me.
コートを<b>脱[ぬ]ぎます</b>。	コートを<b>脱ぎます</b>。	脱[ぬ]ぐ:k1	コートを<b>脱[ぬ]ぎます</b>。	[sound:f203106b7077c2dbdbffa7fee627e316-2ecf1ef2cb9b6c92e907ba5b015021cd664d2ae6.mp3]	[sound:JLPT_Tango_N5_0311-01.mp3]	<!-- def-type=\"bilingual\" -->To take off or remove clothing or shoes.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体についている服や靴を取ること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01198.mp3]<!-- def-end -->	\"<img src=\"\"ofuro_datsuijo.webp\"\">\"	I will take off my coat.
お 互[たが]いを<b>信[しん] 頼[らい]</b>することが 大[だい] 事[じ]です。	お 互いを<b>信 頼</b>することが 大 事です。	信[しん] 頼[らい]:0-	お 互[たが]いを<b>信[しん] 頼[らい]</b>することが 大[だい] 事[じ]です。	[sound:780cec875aae88e26834743942a3c3d8.mp3]	[sound:3056S.mp3]	<!-- def-type=\"bilingual\" -->Deep trust in someone's character or ability; you can count on them.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->相手を「この人なら大丈夫」と信じて、頼りにすること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01199.mp3]<!-- def-end -->	\"<img src=\"\"akusyu_man_woman.webp\"\">\"	It is important to trust each other.
学[がっ] 校[こう]へ 行[い]く 前[まえ]に 銀[ぎん] 行[こう]に<b>寄[よ]りました</b>。	学 校へ 行く 前に 銀 行に<b>寄りました</b>。	寄[よ]る:0	学[がっ] 校[こう]へ 行[い]く 前[まえ]に 銀[ぎん] 行[こう]に<b>寄[よ]りました</b>。	[sound:寄る_ヨル━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0418.mp3]	<!-- def-type=\"bilingual\" -->To stop by or drop in at a place along the way to somewhere else.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->どこかへ向かう途中で、別の場所にちょっと立ち止まること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01200.mp3]<!-- def-end -->	\"<img alt=\"\"自転車置き場のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"churinjo.webp\"\">\"	I stopped by the bank before going to school.
子[こ] 供[ども]が 紙[かみ] 飛[ひ] 行[こう] 機[き]を<b>飛[と]ばしています</b>。	子 供が 紙 飛 行 機を<b>飛ばしています</b>。	飛[と]ばす:0	子[こ] 供[ども]が 紙[かみ] 飛[ひ] 行[こう] 機[き]を<b>飛[と]ばしています</b>。	[sound:24f449ea73a1878a75d3d2667639feb3.mp3]	[sound:92f81f612ac8aac7c7c81269e53379f9.mp3]	<!-- def-type=\"bilingual\" -->To make something fly or send it through the air.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものを宙に浮かせて遠くへ行かせること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01201.mp3]<!-- def-end -->	\"<img src=\"\"kamihikouki_boy.webp\"\">\"	The child is launching a paper airplane.
私[わたし]は 彼[かれ]に 本[ほん]を<b>貸[か]しています</b>。	私は 彼に 本を<b>貸しています</b>。	貸[か]す:0	私[わたし]は 彼[かれ]に 本[ほん]を<b>貸[か]しています</b>。	[sound:1fb2db4ed0ba7ebefd2ef98fae10b302-c8dec30193d76413585a2a5559eb34963779c96b.mp3]	[sound:dbf8b579f85c2beec049c6b28197557c-4d5d86729db1e38d3ca4160aa763ba4319ebfae6.mp3]	<!-- def-type=\"bilingual\" -->To lend or let someone borrow something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->自分のものを、あとで返してもらう約束で誰かに使わせること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01202.mp3]<!-- def-end -->	\"<img alt=\"\"お年寄りの荷物を持つ人のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"nimotsu_motsu_obaasan.webp\"\">\"	I'm lending him the book.
朝[あさ]ご 飯[はん]にはいつも<b>パン</b>を 食[た]べる。	朝ご 飯にはいつも<b>パン</b>を 食べる。	パン:1-	朝[あさ]ご 飯[はん]にはいつも<b>パン</b>を 食[た]べる。	[sound:1130V.mp3]	[sound:1130S.mp3]	<!-- def-type=\"bilingual\" -->Bread.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->小麦粉をこねて焼いた食べ物。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01203.mp3]<!-- def-end -->	\"<img src=\"\"pan_bread_set.webp\"\">\"	I always eat bread for breakfast.
彼[かれ]の 助[たす]けは 本[ほん] 当[とう]に<b>ありがたい</b>な。	彼の 助けは 本 当に<b>ありがたい</b>な。	ありがたい:k4	彼[かれ]の 助[たす]けは 本[ほん] 当[とう]に<b>ありがたい</b>な。	[sound:44b15d7f7f64dd29b70f350921fbacfc.mp3]	[sound:406385d51007345039449c7e914a1488.mp3]	<!-- def-type=\"bilingual\" -->A feeling of deep gratitude; thankful for something you don't take for granted.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->誰かに何かしてもらって、うれしくて感謝したくなる気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01204.mp3]<!-- def-end -->	\"<img alt=\"\"勤労感謝の日のイラスト「花のプレゼント・男性と女性」\"\" src=\"\"kinrou_flower.webp\"\">\"	His help is really appreciated.
信[しん] 号[ごう]が<b>赤[あか]</b>に 変[か]わりました。	信 号が<b>赤</b>に 変わりました。	赤[あか]:1-	信[しん] 号[ごう]が<b>赤[あか]</b>に 変[か]わりました。	[sound:792V.mp3]	[sound:792S.mp3]	<!-- def-type=\"bilingual\" -->The color red.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->血やトマトと同じ色。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01205.mp3]<!-- def-end -->	\"<img alt=\"\"赤べこのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"akabeko.webp\"\">\"	The traffic light changed to red.
レポートは<b>大[だい] 体[たい]</b> 終[お]わりました。	レポートは<b>大 体</b> 終わりました。	大[だい] 体[たい]:3-	レポートは<b>大[だい] 体[たい]</b> 終[お]わりました。	[sound:大体_ダイタイ━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0854.mp3]	<!-- def-type=\"bilingual\" -->Mostly or roughly; the general idea without exact precision.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->全部ではないけど、ほとんどという意味の言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01206.mp3]<!-- def-end -->	\"<img src=\"\"shimekiri_report_hakui_woman.webp\"\">\"	The report is mostly finished.
本[ほん]は 本[ほん] 棚[だな]に<b>きちんと</b> 返[かえ]してください。	本は 本 棚に<b>きちんと</b> 返してください。	きちんと:2-	本[ほん]は 本[ほん] 棚[だな]に<b>きちんと</b> 返[かえ]してください。	[sound:きちんと_キチ＼ント_2_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0844.mp3]	<!-- def-type=\"bilingual\" -->Properly; in a neat, orderly way.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->乱れがなく、きれいに整っているようす。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01207.mp3]<!-- def-end -->	\"<img alt=\"\"綺麗にたたまれた服のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"fuku_tatamu-9a1d12b2867b6a0a855908ac910b89a87a87f463.webp\"\">\"	Please put the books back neatly on the bookshelf.
<b>喉[のど]</b>にいい 薬[くすり]はありますか。	<b>喉</b>にいい 薬はありますか。	喉[のど]:1-	<b>喉[のど]</b>にいい 薬[くすり]はありますか。	[sound:のど_ノ＼ド_1_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0664.mp3]	<!-- def-type=\"bilingual\" -->Throat; the front part of your neck and the passage inside it.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->口の奥にある、食べ物や空気が通るところ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01208.mp3]<!-- def-end -->	\"<img src=\"\"nodo_itai_woman.webp\"\">\"	Do you have any good medicine for the throat?
塩[しお]を<b>少[しょう] 々[しょう]</b> 入[い]れてください。	塩を<b>少 々</b> 入れてください。	少[しょう] 々[しょう]:0-	塩[しお]を<b>少[しょう] 々[しょう]</b> 入[い]れてください。	[sound:a7f913bb9d3793679fbff8668fbcadf6-6ffeac1ac0d8b2ea81bdffc7d6672cd4a2fd4d81.mp3]	[sound:6bc70765ff38b0cb67080881b5a5589b-4935d779b170f36d0fdf53b420385478c960318e.mp3]	<!-- def-type=\"bilingual\" -->A small amount; just a little bit.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ほんのちょっとだけの量のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01209.mp3]<!-- def-end -->	\"<img src=\"\"cooking_hitotsumami.webp\"\">\"	Please put in a little salt.
この 海[うみ]は<b>有[ゆう] 名[めい]</b>で、 人[ひと]が 大[おお] 勢[ぜい] 来[き]ます。	この 海は<b>有 名</b>で、 人が 大 勢 来ます。	有[ゆう] 名[めい]:0-	この 海[うみ]は<b>有[ゆう] 名[めい]</b>で、 人[ひと]が 大[おお] 勢[ぜい] 来[き]ます。	[sound:585d8e4d899e41bf102f33dc206adb1f-e45092fe615dd13cf17c13cf356dc330dc59ee7e.mp3]	[sound:JLPT_Tango_N4_0885.mp3]	<!-- def-type=\"bilingual\" -->Famous; widely known by many people.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->たくさんの人に名前や存在を知られていること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01210.mp3]<!-- def-end -->	\"<img src=\"\"nigaoe_napoleon.webp\"\">\"	This sea is famous, so many people come here.
私[わたし]たちは<b>船[ふね]</b>に 乗[の]った。	私たちは<b>船</b>に 乗った。	船[ふね]:1-	私[わたし]たちは<b>船[ふね]</b>に 乗[の]った。	[sound:0d864dfeeda99601db56b7fbcbb53f9a-661228da30889a74959ae4ad47f96cd5d73e08b1.mp3]	[sound:f7823672854823d6bb8858ade57ea0d5-324ccebfba14f9aad0ccc2b6536b8bf1fd9759d1.mp3]	<!-- def-type=\"bilingual\" -->A boat or ship.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->水の上を走って、人や荷物を運ぶ乗り物。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01211.mp3]<!-- def-end -->	\"<img src=\"\"fune.webp\"\">\"	We got on the ship.
猫[ねこ]は 砂[すな]の 上[うえ]で<b>転[ころ]がった</b>んだ。	猫は 砂の 上で<b>転がった</b>んだ。	転[ころ]がる:0	猫[ねこ]は 砂[すな]の 上[うえ]で<b>転[ころ]がった</b>んだ。	[sound:f40f849727384581d438495240d09d75.mp3]	[sound:f818f9ae01ea3bb4ddd91c5bd04f5f4b.mp3]	<!-- def-type=\"bilingual\" -->To roll or tumble along a surface.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->丸いものや体が、地面の上でごろごろと回ること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01212.mp3]<!-- def-end -->	\"<img src=\"\"yukidaruma_korogaru_man.webp\"\">\"	The cat rolled over on the sand.
プリンターのインクが<b>切[き]れた</b>。	プリンターのインクが<b>切れた</b>。	切[き]れる:k2	プリンターのインクが<b>切[き]れた</b>。	[sound:a401ca2e06fc67a4bcf547e622db9a16-84229f6d17a658714d180948c8318ca3ca49b56d.mp3]	[sound:kireruS.mp3]	<!-- def-type=\"bilingual\" -->To run out or be used up; something breaks off or expires.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->あるものを使い続けて、なくなること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01213.mp3]<!-- def-end -->	\"<img alt=\"\"スマートフォンのバッテリー切れのイラスト | かわいいフリー素材集 ...\"\" src=\"\"smartphone_battery_off.webp\"\">\"	The printer ink ran out.
財[さい] 布[ふ]の 中[なか]に<b>たった</b> 1000[せん] 円[えん]しかないよ。	財 布の 中に<b>たった</b> 1000 円しかないよ。	たった:0-	財[さい] 布[ふ]の 中[なか]に<b>たった</b> 1000[せん] 円[えん]しかないよ。	[sound:4580V.mp3]	[sound:4580S.mp3]	<!-- def-type=\"bilingual\" -->Just; only; a mere amount, emphasizing how small or few something is.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->それだけしかない、すごく少ない、ということを強める言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01214.mp3]<!-- def-end -->	\"<img alt=\"\"ギザ10のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"money_coin_gizajuu.webp\"\">\"	I only have 1,000 yen in my wallet.
ここが<b>話[わ] 題[だい]</b>のレストランです。	ここが<b>話 題</b>のレストランです。	話[わ] 題[だい]:0-	ここが<b>話[わ] 題[だい]</b>のレストランです。	[sound:d6757b3ceaa499edbaaee00acae4d86a.mp3]	[sound:1ca4f21bde6da62f49bbeca77668e2fe.mp3]	<!-- def-type=\"bilingual\" -->A topic or subject that people are talking about.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->みんなが気にしていて、よく話に出ること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01215.mp3]<!-- def-end -->	\"<img src=\"\"fukidashi03.webp\"\">\"	This is the restaurant that is the talk of the town.
雨[あめ]で<b>濡[ぬ]れてしまった</b>。	雨で<b>濡れてしまった</b>。	濡[ぬ]れる:0	雨[あめ]で<b>濡[ぬ]れてしまった</b>。	[sound:5433c23c413c20fcb8084395dff9d8c0-cfecb824ba1e66bd3b1abcb653e8662c1bcce5c7.mp3]	[sound:d956ec9a7cacd54d196a44e45e8b4694-f16d10b9baab872d6a5bed112922ebf4af762493.mp3]	<!-- def-type=\"bilingual\" -->To get wet; when something becomes soaked with water or liquid.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->水がついて、びしょびしょになること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-01216.mp3]<!-- def-end -->	\"<img src=\"\"fashion_ame_zubunure.webp\"\">\"	I got wet in the rain.
